video_uid,source,target1,target2,method,category,type,race,gender,clip_name,dataset_dir,raw_video_relpath,raw_video_path,metadata_row_count,is_video_fake,is_audio_fake,true_label,label_name,split,sync_offset,sync_confidence,sync_min_distance,n_tracks,sync_status,sync_error,crop_path,sync_score
id04066__00013_fake__8512d19868,id04066,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Asian (East),women,00013_fake.mp4,RealVideo-FakeAudio/Asian (East)/women/id04066,RealVideo-FakeAudio/Asian (East)/women/id04066/00013_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/women/id04066/00013_fake.mp4,1,0,1,1,FAKE,train,12.0,0.8080692291259766,13.22972583770752,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id04066__00013_fake__8512d19868/00000.avi,0.9963495662910281
id07136__00052__177297bf3b,id07136,-,-,real,A,RealVideo-RealAudio,Asian (South),women,00052.mp4,RealVideo-RealAudio/Asian (South)/women/id07136,RealVideo-RealAudio/Asian (South)/women/id07136/00052.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id07136/00052.mp4,1,0,0,0,REAL,val,-1.0,6.420788764953613,8.313217163085938,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id07136__00052__177297bf3b/00000.avi,0.40249517873793716
id00187__00360_id00265_dzq57foxxr4__199d51d078,id00187,id00265,-,fsgan,C,FakeVideo-RealAudio,Caucasian (European),men,00360_id00265_dZq57FoxXR4.mp4,FakeVideo-RealAudio/Caucasian (European)/men/id00187,FakeVideo-RealAudio/Caucasian (European)/men/id00187/00360_id00265_dZq57FoxXR4.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/men/id00187/00360_id00265_dZq57FoxXR4.mp4,1,1,0,1,FAKE,train,-3.0,1.8206768035888672,12.186108589172363,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00187__00360_id00265_dzq57foxxr4__199d51d078/00000.avi,0.7171538782037612
id01907__00148__c64f33e852,id01907,-,-,real,A,RealVideo-RealAudio,African,women,00148.mp4,RealVideo-RealAudio/African/women/id01907,RealVideo-RealAudio/African/women/id01907/00148.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01907/00148.mp4,1,0,0,0,REAL,train,-4.0,5.943302154541016,8.609317779541016,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01907__00148__c64f33e852/00000.avi,0.7088461462082406
id03525__00048__49218b7ef1,id03525,-,-,real,A,RealVideo-RealAudio,Caucasian (American),men,00048.mp4,RealVideo-RealAudio/Caucasian (American)/men/id03525,RealVideo-RealAudio/Caucasian (American)/men/id03525/00048.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id03525/00048.mp4,1,0,0,0,REAL,val,-2.0,7.293315887451172,7.082085132598877,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id03525__00048__49218b7ef1/00000.avi,0.3037760182649342
id01933__00028_fake__30c4131c72,id01933,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,men,00028_fake.mp4,RealVideo-FakeAudio/African/men/id01933,RealVideo-FakeAudio/African/men/id01933/00028_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01933/00028_fake.mp4,1,0,1,1,FAKE,val,-10.0,1.0677967071533203,12.638148307800293,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01933__00028_fake__30c4131c72/00000.avi,0.9821731445155492
id03965__00051_id05383_wavtolip__9cfd2d3aaf,id03965,id05383,-,wav2lip,C,FakeVideo-RealAudio,Asian (East),men,00051_id05383_wavtolip.mp4,FakeVideo-RealAudio/Asian (East)/men/id03965,FakeVideo-RealAudio/Asian (East)/men/id03965/00051_id05383_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/men/id03965/00051_id05383_wavtolip.mp4,1,1,0,1,FAKE,train,-2.0,8.332307815551758,7.092685222625732,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id03965__00051_id05383_wavtolip__9cfd2d3aaf/00000.avi,0.6410014111561602
id00946__00126_id00063_wavtolip__91f107c41e,id00946,id00063,-,wav2lip,D,FakeVideo-FakeAudio,Caucasian (European),men,00126_id00063_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (European)/men/id00946,FakeVideo-FakeAudio/Caucasian (European)/men/id00946/00126_id00063_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (European)/men/id00946/00126_id00063_wavtolip.mp4,1,1,1,1,FAKE,train,-2.0,7.084913730621338,7.821838855743408,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00946__00126_id00063_wavtolip__91f107c41e/00000.avi,0.5349089138852694
id00919__00063__f8413fd40e,id00919,-,-,real,A,RealVideo-RealAudio,Caucasian (European),men,00063.mp4,RealVideo-RealAudio/Caucasian (European)/men/id00919,RealVideo-RealAudio/Caucasian (European)/men/id00919/00063.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/men/id00919/00063.mp4,1,0,0,0,REAL,train,-1.0,5.288112640380859,7.8475446701049805,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00919__00063__f8413fd40e/00000.avi,0.06311951346917986
id00379__00043_id00270_hoeq70_sdme_id03371_wavtolip__4d898a64e6,id00379,id00270,id03371,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (European),women,00043_id00270_hoEQ70-sDME_id03371_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (European)/women/id00379,FakeVideo-FakeAudio/Caucasian (European)/women/id00379/00043_id00270_hoEQ70-sDME_id03371_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (European)/women/id00379/00043_id00270_hoEQ70-sDME_id03371_wavtolip.mp4,1,1,1,1,FAKE,train,-2.0,7.790584564208984,7.100146770477295,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00379__00043_id00270_hoeq70_sdme_id03371_wavtolip__4d898a64e6/00000.avi,0.466783603076908
id09143__00056__a5bfb4865a,id09143,-,-,real,A,RealVideo-RealAudio,Asian (East),men,00056.mp4,RealVideo-RealAudio/Asian (East)/men/id09143,RealVideo-RealAudio/Asian (East)/men/id09143/00056.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id09143/00056.mp4,1,0,0,0,REAL,train,-1.0,4.81634521484375,9.16418743133545,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id09143__00056__a5bfb4865a/00000.avi,0.24834501648648116
id04376__00181_fake__e364016a3f,id04376,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00181_fake.mp4,RealVideo-FakeAudio/African/women/id04376,RealVideo-FakeAudio/African/women/id04376/00181_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04376/00181_fake.mp4,1,0,1,1,FAKE,train,-8.0,1.547297477722168,12.165220260620117,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id04376__00181_fake__e364016a3f/00000.avi,0.9480123413599099
id00813__00169_id01001_wavtolip__3893a23609,id00813,id01001,-,wav2lip,C,FakeVideo-RealAudio,Caucasian (European),women,00169_id01001_wavtolip.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00813,FakeVideo-RealAudio/Caucasian (European)/women/id00813/00169_id01001_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00813/00169_id01001_wavtolip.mp4,1,1,0,1,FAKE,train,-2.0,6.790110111236572,7.522087097167969,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00813__00169_id01001_wavtolip__3893a23609/00000.avi,0.3184959254154755
id00186__00120__91304bb69b,id00186,-,-,real,A,RealVideo-RealAudio,Caucasian (European),men,00120.mp4,RealVideo-RealAudio/Caucasian (European)/men/id00186,RealVideo-RealAudio/Caucasian (European)/men/id00186/00120.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/men/id00186/00120.mp4,1,0,0,0,REAL,train,0.0,6.654481887817383,7.310398101806641,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00186__00120__91304bb69b/00000.avi,0.09541658146786268
id01212__00183_id01204_biygqpybp7o__47a1723809,id01212,id01204,-,fsgan,C,FakeVideo-RealAudio,Asian (East),men,00183_id01204_biYGqpYBp7o.mp4,FakeVideo-RealAudio/Asian (East)/men/id01212,FakeVideo-RealAudio/Asian (East)/men/id01212/00183_id01204_biYGqpYBp7o.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/men/id01212/00183_id01204_biYGqpYBp7o.mp4,1,1,0,1,FAKE,train,-1.0,3.361739158630371,9.271476745605469,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01212__00183_id01204_biygqpybp7o__47a1723809/00000.avi,0.05344750256939257
id01036__00010_fake__020ded679e,id01036,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,men,00010_fake.mp4,RealVideo-FakeAudio/African/men/id01036,RealVideo-FakeAudio/African/men/id01036/00010_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01036/00010_fake.mp4,1,0,1,1,FAKE,train,-11.0,1.3317680358886719,14.016562461853027,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01036__00010_fake__020ded679e/00000.avi,0.999226160326571
id04727__00007__e32b1c977a,id04727,-,-,real,A,RealVideo-RealAudio,African,men,00007.mp4,RealVideo-RealAudio/African/men/id04727,RealVideo-RealAudio/African/men/id04727/00007.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id04727/00007.mp4,1,0,0,0,REAL,val,0.0,3.4242982864379883,10.018532752990724,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id04727__00007__e32b1c977a/00000.avi,0.11872088320632039
id03605__00048_fake__c5ec000932,id03605,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),women,00048_fake.mp4,RealVideo-FakeAudio/Caucasian (American)/women/id03605,RealVideo-FakeAudio/Caucasian (American)/women/id03605/00048_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/women/id03605/00048_fake.mp4,1,0,1,1,FAKE,train,-13.0,1.6062602996826172,13.364731788635254,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id03605__00048_fake__c5ec000932/00000.avi,0.9993772221878066
id00173__00118__a53201e605,id00173,-,-,real,A,RealVideo-RealAudio,African,men,00118.mp4,RealVideo-RealAudio/African/men/id00173,RealVideo-RealAudio/African/men/id00173/00118.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id00173/00118.mp4,1,0,0,0,REAL,train,-2.0,7.560070037841797,7.788957118988037,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00173__00118__a53201e605/00000.avi,0.6727413011474886
id02464__00002_id00261_wavtolip__66b49e8dd5,id02464,id00261,-,wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),women,00002_id00261_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/women/id02464,FakeVideo-FakeAudio/Caucasian (American)/women/id02464/00002_id00261_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/women/id02464/00002_id00261_wavtolip.mp4,1,1,1,1,FAKE,train,-2.0,6.306385040283203,8.461495399475098,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id02464__00002_id00261_wavtolip__66b49e8dd5/00000.avi,0.544085488983687
id00042__00028__6914320a81,id00042,-,-,real,A,RealVideo-RealAudio,Caucasian (European),women,00028.mp4,RealVideo-RealAudio/Caucasian (European)/women/id00042,RealVideo-RealAudio/Caucasian (European)/women/id00042/00028.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/women/id00042/00028.mp4,1,0,0,0,REAL,train,-2.0,5.456732749938965,8.041755676269531,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00042__00028__6914320a81/00000.avi,0.15853508310191897
id01691__00045_fake__e5f178bd9f,id01691,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,men,00045_fake.mp4,RealVideo-FakeAudio/African/men/id01691,RealVideo-FakeAudio/African/men/id01691/00045_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01691/00045_fake.mp4,1,0,1,1,FAKE,train,12.0,1.5171403884887695,14.006660461425781,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01691__00045_fake__e5f178bd9f/00000.avi,0.9996180087376458
id00062__00278_id00029_tgpcgl036qk_id01044_wavtolip__b6d2f02644,id00062,id00029,id01044,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00278_id00029_TGpCGl036qk_id01044_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id00062,FakeVideo-FakeAudio/Caucasian (American)/men/id00062/00278_id00029_TGpCGl036qk_id01044_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id00062/00278_id00029_TGpCGl036qk_id01044_wavtolip.mp4,1,1,1,1,FAKE,train,-2.0,8.61622428894043,6.369728088378906,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00062__00278_id00029_tgpcgl036qk_id01044_wavtolip__b6d2f02644/00000.avi,0.43534551070356275
id01126__00040__0c71ebdd47,id01126,-,-,real,A,RealVideo-RealAudio,Caucasian (European),men,00040.mp4,RealVideo-RealAudio/Caucasian (European)/men/id01126,RealVideo-RealAudio/Caucasian (European)/men/id01126/00040.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/men/id01126/00040.mp4,1,0,0,0,REAL,train,-1.0,6.409454822540283,7.592131614685059,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01126__00040__0c71ebdd47/00000.avi,0.1642352069213028
id01042__00154_fake__af6ee17cd0,id01042,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00154_fake.mp4,RealVideo-FakeAudio/Caucasian (American)/men/id01042,RealVideo-FakeAudio/Caucasian (American)/men/id01042/00154_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01042/00154_fake.mp4,1,0,1,1,FAKE,train,-3.0,2.954634666442871,11.117114067077637,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01042__00154_fake__af6ee17cd0/00000.avi,0.6558566193865978
id06232__00025__a35ba75aa8,id06232,-,-,real,A,RealVideo-RealAudio,Asian (South),women,00025.mp4,RealVideo-RealAudio/Asian (South)/women/id06232,RealVideo-RealAudio/Asian (South)/women/id06232/00025.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id06232/00025.mp4,1,0,0,0,REAL,train,-2.0,5.673445701599121,8.401230812072754,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id06232__00025__a35ba75aa8/00000.avi,0.31596105553618337
id01691__00045_id01779_hgyhpdeo_jk_id01598_wavtolip__07fdf85e7e,id01691,id01779,id01598,fsgan-wav2lip,D,FakeVideo-FakeAudio,African,men,00045_id01779_HgyHpDEo_jk_id01598_wavtolip.mp4,FakeVideo-FakeAudio/African/men/id01691,FakeVideo-FakeAudio/African/men/id01691/00045_id01779_HgyHpDEo_jk_id01598_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/African/men/id01691/00045_id01779_HgyHpDEo_jk_id01598_wavtolip.mp4,1,1,1,1,FAKE,train,-2.0,8.035791397094727,6.775662899017334,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01691__00045_id01779_hgyhpdeo_jk_id01598_wavtolip__07fdf85e7e/00000.avi,0.4128298502224115
id01717__00005__9f15d3a4b8,id01717,-,-,real,A,RealVideo-RealAudio,African,men,00005.mp4,RealVideo-RealAudio/African/men/id01717,RealVideo-RealAudio/African/men/id01717/00005.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01717/00005.mp4,1,0,0,0,REAL,train,-1.0,5.015068054199219,8.133757591247559,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01717__00005__9f15d3a4b8/00000.avi,0.07042605937101579
id01637__00002__b2cec62271,id01637,-,-,real,A,RealVideo-RealAudio,African,men,00002.mp4,RealVideo-RealAudio/African/men/id01637,RealVideo-RealAudio/African/men/id01637/00002.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01637/00002.mp4,1,0,0,0,REAL,train,0.0,6.257978439331055,7.893868446350098,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01637__00002__b2cec62271/00000.avi,0.14239181314203328
id05479__05479__c71e182409,id05479,-,-,real,A,RealVideo-RealAudio,Asian (East),men,05479.mp4,RealVideo-RealAudio/Asian (East)/men/id05479,RealVideo-RealAudio/Asian (East)/men/id05479/05479.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id05479/05479.mp4,1,0,0,0,REAL,train,-1.0,5.359191417694092,6.757906436920166,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id05479__05479__c71e182409/00000.avi,0.011646252571554185
id01717__00005_fake__1725a77cb1,id01717,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,men,00005_fake.mp4,RealVideo-FakeAudio/African/men/id01717,RealVideo-FakeAudio/African/men/id01717/00005_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01717/00005_fake.mp4,1,0,1,1,FAKE,train,10.0,0.9764909744262696,12.512773513793944,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01717__00005_fake__1725a77cb1/00000.avi,0.9752830955790788
id01248__00005__19cbf7a146,id01248,-,-,real,A,RealVideo-RealAudio,Caucasian (American),women,00005.mp4,RealVideo-RealAudio/Caucasian (American)/women/id01248,RealVideo-RealAudio/Caucasian (American)/women/id01248/00005.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id01248/00005.mp4,1,0,0,0,REAL,train,1.0,8.71345329284668,6.4985270500183105,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01248__00005__19cbf7a146/00000.avi,0.40434367680498445
id00963__00028__c1a7f45f5b,id00963,-,-,real,A,RealVideo-RealAudio,Caucasian (European),men,00028.mp4,RealVideo-RealAudio/Caucasian (European)/men/id00963,RealVideo-RealAudio/Caucasian (European)/men/id00963/00028.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/men/id00963/00028.mp4,1,0,0,0,REAL,val,0.0,6.669045448303223,7.365694999694824,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00963__00028__c1a7f45f5b/00000.avi,0.10560789801483682
id00366__00118__d017b77f60,id00366,-,-,real,A,RealVideo-RealAudio,African,men,00118.mp4,RealVideo-RealAudio/African/men/id00366,RealVideo-RealAudio/African/men/id00366/00118.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id00366/00118.mp4,1,0,0,0,REAL,val,-3.0,6.627128601074219,7.684234142303467,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00366__00118__d017b77f60/00000.avi,0.442639915682754
id00740__00015__afd82c5778,id00740,-,-,real,A,RealVideo-RealAudio,Asian (East),men,00015.mp4,RealVideo-RealAudio/Asian (East)/men/id00740,RealVideo-RealAudio/Asian (East)/men/id00740/00015.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id00740/00015.mp4,1,0,0,0,REAL,train,-2.0,4.647171974182129,9.398043632507324,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00740__00015__afd82c5778/00000.avi,0.38591736600761534
id06060__00219_id06388_atidj_wlonc_faceswap_id03211_wavtolip__8dd00d47f7,id06060,id06388,faceswap,faceswap-wav2lip,D,FakeVideo-FakeAudio,Asian (East),women,00219_id06388_AtidJ-WlONc_faceswap_id03211_wavtolip.mp4,FakeVideo-FakeAudio/Asian (East)/women/id06060,FakeVideo-FakeAudio/Asian (East)/women/id06060/00219_id06388_AtidJ-WlONc_faceswap_id03211_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (East)/women/id06060/00219_id06388_AtidJ-WlONc_faceswap_id03211_wavtolip.mp4,1,1,1,1,FAKE,train,-2.0,7.354701519012451,6.979427337646484,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id06060__00219_id06388_atidj_wlonc_faceswap_id03211_wavtolip__8dd00d47f7/00000.avi,0.28487334228653566
